Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[genotype]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[sex]	Characteristics[disease]	Characteristics[individual]	Characteristics[organism part]	Characteristics[cell type]	Material Type	Protocol REF	Performer	Protocol REF	Performer	Protocol REF	Performer	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[NOMINAL_LENGTH]	Comment[NOMINAL_SDEV]	Comment[ORIENTATION]	Protocol REF	Performer	Assay Name	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[infect]	Factor Value[sampling time point]	Unit[time unit]	Factor Value[disease]	Factor Value[organism part]
Sample 73	ERS4146179	SAMEA6380092	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 73	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 73	sequencing assay	ERX3729505	dpi60_chronic5_R2.fastq.gz	dpi60_chronic5_R2.fastq.gz	ERR3728325	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/005/ERR3728325/ERR3728325_2.fastq.gz	Lymphocytic choriomeningitis virus	60	day	chronic Lymphocytic choriomeningitis virus infection	blood
Sample 60	ERS4146180	SAMEA6380093	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 60	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 60	sequencing assay	ERX3729506	dpi60_naive1_R1.fastq.gz	dpi60_naive1_R1.fastq.gz	ERR3728326	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/006/ERR3728326/ERR3728326_1.fastq.gz	none	60	day	normal	blood
Sample 60	ERS4146180	SAMEA6380093	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 60	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 60	sequencing assay	ERX3729506	dpi60_naive1_R2.fastq.gz	dpi60_naive1_R2.fastq.gz	ERR3728326	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/006/ERR3728326/ERR3728326_2.fastq.gz	none	60	day	normal	blood
Sample 61	ERS4146181	SAMEA6380094	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 61	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 61	sequencing assay	ERX3729507	dpi60_naive2_R1.fastq.gz	dpi60_naive2_R1.fastq.gz	ERR3728327	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/007/ERR3728327/ERR3728327_1.fastq.gz	none	60	day	normal	blood
Sample 61	ERS4146181	SAMEA6380094	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 61	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 61	sequencing assay	ERX3729507	dpi60_naive2_R2.fastq.gz	dpi60_naive2_R2.fastq.gz	ERR3728327	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/007/ERR3728327/ERR3728327_2.fastq.gz	none	60	day	normal	blood
Sample 62	ERS4146182	SAMEA6380095	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 62	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 62	sequencing assay	ERX3729508	dpi60_naive3_R1.fastq.gz	dpi60_naive3_R1.fastq.gz	ERR3728328	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/008/ERR3728328/ERR3728328_1.fastq.gz	none	60	day	normal	blood
Sample 62	ERS4146182	SAMEA6380095	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 62	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 62	sequencing assay	ERX3729508	dpi60_naive3_R2.fastq.gz	dpi60_naive3_R2.fastq.gz	ERR3728328	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/008/ERR3728328/ERR3728328_2.fastq.gz	none	60	day	normal	blood
Sample 63	ERS4146183	SAMEA6380096	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive4	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 63	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 63	sequencing assay	ERX3729509	dpi60_naive4_R1.fastq.gz	dpi60_naive4_R1.fastq.gz	ERR3728329	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/009/ERR3728329/ERR3728329_1.fastq.gz	none	60	day	normal	blood
Sample 63	ERS4146183	SAMEA6380096	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive4	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 63	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 63	sequencing assay	ERX3729509	dpi60_naive4_R2.fastq.gz	dpi60_naive4_R2.fastq.gz	ERR3728329	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/009/ERR3728329/ERR3728329_2.fastq.gz	none	60	day	normal	blood
Sample 64	ERS4146184	SAMEA6380097	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 64	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 64	sequencing assay	ERX3729510	dpi60_naive5_R1.fastq.gz	dpi60_naive5_R1.fastq.gz	ERR3728330	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/000/ERR3728330/ERR3728330_1.fastq.gz	none	60	day	normal	blood
Sample 64	ERS4146184	SAMEA6380097	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	normal	naive5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 64	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 64	sequencing assay	ERX3729510	dpi60_naive5_R2.fastq.gz	dpi60_naive5_R2.fastq.gz	ERR3728330	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/000/ERR3728330/ERR3728330_2.fastq.gz	none	60	day	normal	blood
Sample 79	ERS4146185	SAMEA6380098	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 79	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 79	sequencing assay	ERX3729511	dpi70_acute1_R1.fastq.gz	dpi70_acute1_R1.fastq.gz	ERR3728331	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/001/ERR3728331/ERR3728331_1.fastq.gz	Lymphocytic choriomeningitis virus	70	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 79	ERS4146185	SAMEA6380098	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute1	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 79	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 79	sequencing assay	ERX3729511	dpi70_acute1_R2.fastq.gz	dpi70_acute1_R2.fastq.gz	ERR3728331	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/001/ERR3728331/ERR3728331_2.fastq.gz	Lymphocytic choriomeningitis virus	70	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 80	ERS4146186	SAMEA6380099	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 80	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 80	sequencing assay	ERX3729512	dpi70_acute2_R1.fastq.gz	dpi70_acute2_R1.fastq.gz	ERR3728332	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/002/ERR3728332/ERR3728332_1.fastq.gz	Lymphocytic choriomeningitis virus	70	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 80	ERS4146186	SAMEA6380099	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute2	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 80	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 80	sequencing assay	ERX3729512	dpi70_acute2_R2.fastq.gz	dpi70_acute2_R2.fastq.gz	ERR3728332	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/002/ERR3728332/ERR3728332_2.fastq.gz	Lymphocytic choriomeningitis virus	70	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 81	ERS4146187	SAMEA6380100	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 81	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 81	sequencing assay	ERX3729513	dpi70_acute3_R1.fastq.gz	dpi70_acute3_R1.fastq.gz	ERR3728333	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/003/ERR3728333/ERR3728333_1.fastq.gz	Lymphocytic choriomeningitis virus	70	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 81	ERS4146187	SAMEA6380100	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute3	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 81	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 81	sequencing assay	ERX3729513	dpi70_acute3_R2.fastq.gz	dpi70_acute3_R2.fastq.gz	ERR3728333	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/003/ERR3728333/ERR3728333_2.fastq.gz	Lymphocytic choriomeningitis virus	70	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 82	ERS4146188	SAMEA6380101	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute4	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 82	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 82	sequencing assay	ERX3729514	dpi70_acute4_R1.fastq.gz	dpi70_acute4_R1.fastq.gz	ERR3728334	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/004/ERR3728334/ERR3728334_1.fastq.gz	Lymphocytic choriomeningitis virus	70	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 82	ERS4146188	SAMEA6380101	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute4	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 82	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 82	sequencing assay	ERX3729514	dpi70_acute4_R2.fastq.gz	dpi70_acute4_R2.fastq.gz	ERR3728334	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/004/ERR3728334/ERR3728334_2.fastq.gz	Lymphocytic choriomeningitis virus	70	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 83	ERS4146189	SAMEA6380102	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 83	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 83	sequencing assay	ERX3729515	dpi70_acute5_R1.fastq.gz	dpi70_acute5_R1.fastq.gz	ERR3728335	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/005/ERR3728335/ERR3728335_1.fastq.gz	Lymphocytic choriomeningitis virus	70	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 83	ERS4146189	SAMEA6380102	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute5	blood	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 83	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 83	sequencing assay	ERX3729515	dpi70_acute5_R2.fastq.gz	dpi70_acute5_R2.fastq.gz	ERR3728335	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/005/ERR3728335/ERR3728335_2.fastq.gz	Lymphocytic choriomeningitis virus	70	day	acute Lymphocytic choriomeningitis virus infection	blood
Sample 94	ERS4146190	SAMEA6380103	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute1	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 94	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 94	sequencing assay	ERX3729516	dpi70_bmpc_acute1_R1.fastq.gz	dpi70_bmpc_acute1_R1.fastq.gz	ERR3728336	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/006/ERR3728336/ERR3728336_1.fastq.gz	Lymphocytic choriomeningitis virus	70	day	acute Lymphocytic choriomeningitis virus infection	bone marrow
Sample 94	ERS4146190	SAMEA6380103	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute1	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 94	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 94	sequencing assay	ERX3729516	dpi70_bmpc_acute1_R2.fastq.gz	dpi70_bmpc_acute1_R2.fastq.gz	ERR3728336	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/006/ERR3728336/ERR3728336_2.fastq.gz	Lymphocytic choriomeningitis virus	70	day	acute Lymphocytic choriomeningitis virus infection	bone marrow
Sample 95	ERS4146191	SAMEA6380104	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute2	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 95	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 95	sequencing assay	ERX3729517	dpi70_bmpc_acute2_R1.fastq.gz	dpi70_bmpc_acute2_R1.fastq.gz	ERR3728337	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/007/ERR3728337/ERR3728337_1.fastq.gz	Lymphocytic choriomeningitis virus	70	day	acute Lymphocytic choriomeningitis virus infection	bone marrow
Sample 95	ERS4146191	SAMEA6380104	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute2	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 95	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 95	sequencing assay	ERX3729517	dpi70_bmpc_acute2_R2.fastq.gz	dpi70_bmpc_acute2_R2.fastq.gz	ERR3728337	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/007/ERR3728337/ERR3728337_2.fastq.gz	Lymphocytic choriomeningitis virus	70	day	acute Lymphocytic choriomeningitis virus infection	bone marrow
Sample 96	ERS4146192	SAMEA6380105	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute3	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 96	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 96	sequencing assay	ERX3729518	dpi70_bmpc_acute3_R1.fastq.gz	dpi70_bmpc_acute3_R1.fastq.gz	ERR3728338	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/008/ERR3728338/ERR3728338_1.fastq.gz	Lymphocytic choriomeningitis virus	70	day	acute Lymphocytic choriomeningitis virus infection	bone marrow
Sample 96	ERS4146192	SAMEA6380105	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute3	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 96	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 96	sequencing assay	ERX3729518	dpi70_bmpc_acute3_R2.fastq.gz	dpi70_bmpc_acute3_R2.fastq.gz	ERR3728338	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/008/ERR3728338/ERR3728338_2.fastq.gz	Lymphocytic choriomeningitis virus	70	day	acute Lymphocytic choriomeningitis virus infection	bone marrow
Sample 97	ERS4146193	SAMEA6380106	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute5	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 97	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 97	sequencing assay	ERX3729519	dpi70_bmpc_acute5_R1.fastq.gz	dpi70_bmpc_acute5_R1.fastq.gz	ERR3728339	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/009/ERR3728339/ERR3728339_1.fastq.gz	Lymphocytic choriomeningitis virus	70	day	acute Lymphocytic choriomeningitis virus infection	bone marrow
Sample 97	ERS4146193	SAMEA6380106	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	acute Lymphocytic choriomeningitis virus infection	acute5	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 97	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 97	sequencing assay	ERX3729519	dpi70_bmpc_acute5_R2.fastq.gz	dpi70_bmpc_acute5_R2.fastq.gz	ERR3728339	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/009/ERR3728339/ERR3728339_2.fastq.gz	Lymphocytic choriomeningitis virus	70	day	acute Lymphocytic choriomeningitis virus infection	bone marrow
Sample 98	ERS4146194	SAMEA6380107	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic1	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 98	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 98	sequencing assay	ERX3729520	dpi70_bmpc_chronic1_R1.fastq.gz	dpi70_bmpc_chronic1_R1.fastq.gz	ERR3728340	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/000/ERR3728340/ERR3728340_1.fastq.gz	Lymphocytic choriomeningitis virus	70	day	chronic Lymphocytic choriomeningitis virus infection	bone marrow
Sample 98	ERS4146194	SAMEA6380107	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic1	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 98	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 98	sequencing assay	ERX3729520	dpi70_bmpc_chronic1_R2.fastq.gz	dpi70_bmpc_chronic1_R2.fastq.gz	ERR3728340	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/000/ERR3728340/ERR3728340_2.fastq.gz	Lymphocytic choriomeningitis virus	70	day	chronic Lymphocytic choriomeningitis virus infection	bone marrow
Sample 99	ERS4146195	SAMEA6380108	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic2	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 99	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 99	sequencing assay	ERX3729521	dpi70_bmpc_chronic2_R1.fastq.gz	dpi70_bmpc_chronic2_R1.fastq.gz	ERR3728341	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/001/ERR3728341/ERR3728341_1.fastq.gz	Lymphocytic choriomeningitis virus	70	day	chronic Lymphocytic choriomeningitis virus infection	bone marrow
Sample 99	ERS4146195	SAMEA6380108	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic2	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 99	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 99	sequencing assay	ERX3729521	dpi70_bmpc_chronic2_R2.fastq.gz	dpi70_bmpc_chronic2_R2.fastq.gz	ERR3728341	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/001/ERR3728341/ERR3728341_2.fastq.gz	Lymphocytic choriomeningitis virus	70	day	chronic Lymphocytic choriomeningitis virus infection	bone marrow
Sample 100	ERS4146196	SAMEA6380109	Mus musculus	C57BL/6	wild type genotype	8 to 12	week	EFO	UO_0000034	female	chronic Lymphocytic choriomeningitis virus infection	chronic3	bone marrow	plasma cell	cell	P-MTAB-91811	ETH Zurich	P-MTAB-91812	ETH Zurich	P-MTAB-91813	ETH Zurich	Sample 100	PAIRED	PCR	TRANSCRIPTOMIC	not applicable	AMPLICON	300	1	5'-3'-3'-5'	P-MTAB-91814	ETH Zurich	Sample 100	sequencing assay	ERX3729522	dpi70_bmpc_chronic3_R1.fastq.gz	dpi70_bmpc_chronic3_R1.fastq.gz	ERR3728342	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR372/002/ERR3728342/ERR3728342_1.fastq.gz	Lymphocytic choriomeningitis virus	70	day	chronic Lymphocytic choriomeningitis virus infection	bone marrow
